Department,Sex,Mode,Att-S1,Att-S2,Att-S3,Att-S4,Att-S5,Att-S6,Att-S7,Att-S8,Discounts,NO-Re-exams,GPA-S1,GPA-S2,GPA-S3,GPA-S4,GPA-S5,GPA-S6,GPA-S7,GPA-S8,Status 
Computer-Application,Male,Fulltime,0.61,0.58,0.6,0.75,0.95,0.51,0.72,0.59,0,0,66.5,46.67,21.75,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.84,0.71,0.54,0.59,0.82,0.84,0.8434,0.8448,9,0,89.5,87.08,82.25,78.58,79.5,80.33,79.5,79.5,Will Graduate
Computer-Application,Female,Fulltime,0.76,0.76,0.53,0.88,0.8,0.89,0.8966,0.8353,9,5,68.83,75.58,62.83,54.62,67.5,61.67,64.67,70.7,Will Graduate
Computer-Application,Male,Fulltime,0.73,0.82,0.93,0.68,0.64,0.65,0.7586,0.7176,9,0,81.5,84.08,80.25,75.03,79.42,75.83,67.33,78.88,Will Graduate
Computer-Application,Female,Fulltime,0.84,0.74,0.69,0.74,0.62,0.88,0.8102,0.8632,9,0,83.92,73.33,82.08,79.58,81.17,79.58,69.33,82.35,Will Graduate
Computer-Application,Male,Fulltime,0.55,0.63,0.5,0.62,0.59,0.6,0.6343,0.8125,0,5,66.58,63.83,78.17,69.83,62,64.08,69.67,72.5,Will Graduate
Computer-Application,Male,Parttime,0.76,0.73,0.9,0.79,0.77,0.5,0.67,0.85,9,0,84.17,71.5,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.76,0.55,0.97,0.71,0.62,0.5,0.64,0.71,9,0,87.33,66.83,15.5,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.74,0.79,0.71,0.68,0.78,0.86,0.98,0.84,9,0,87.33,73,17.42,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.61,0.96,0.95,0.9,0.64,0.52,0.67,0.79,9,0,70.83,29.67,58.25,0,0,0,0,0,Dropout
Computer-Application,Female,Parttime,0.95,0.68,0.56,0.79,0.75,0.91,0.7701,0.8158,9,0,93.17,84.33,94.5,93.22,95.17,92.08,90.08,98.15,Will Graduate
Computer-Application,Male,Parttime,0.77,0.65,0.96,0.82,0.75,0.8,0.8908,0.7246,9,4,60.33,59.58,62.08,56.47,63.83,58.67,67.42,69.4,Will Graduate
Computer-Application,Female,Fulltime,0.76,0.88,0.64,0.58,0.98,0.66,0.9104,0.9375,9,0,92.5,86.08,72.17,76.5,83.08,89.92,83.33,91.25,Will Graduate
Computer-Application,Male,Fulltime,0.78,0.95,0.93,0.8,0.71,0.68,0.3657,0.6563,9,2,68.5,71,78.67,72.67,78.83,69.58,61.58,83.75,Will Graduate
Computer-Application,Female,Fulltime,0.83,0.52,0.64,0.62,0.69,0.59,0.89,0.67,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.71,0.55,0.59,0.84,0.94,0.66,0.98,0.92,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.95,0.91,0.67,0.65,0.74,0.75,0.54,0.94,0,0,52.58,59.33,43.67,40.08,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.66,0.57,0.85,0.57,0.81,0.84,0.79,0.93,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.6,0.69,0.65,0.67,0.92,0.6,0.73,0.84,20,9,58.33,37,47.42,18,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.75,0.69,0.71,0.98,0.8,0.57,0.93,0.96,20,0,62.25,25,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.99,0.6,0.51,0.75,0.75,0.99,0.72,0.61,0,0,67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.7,0.57,0.75,0.54,0.99,0.8,0.55,0.86,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.53,0.65,0.67,0.87,0.88,0.78,0.78,0.54,0,2,61.25,44.67,43.58,19.33,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.9,0.66,0.62,0.6,0.68,0.59,0.91,0.81,20,0,66.5,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.81,0.64,0.75,0.85,0.99,0.9,0.55,0.55,0,0,78.25,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.62,0.96,0.95,0.88,0.55,0.62,0.94,0.85,0,0,58,25.17,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.91,0.54,0.97,0.73,0.73,0.98,0.69,0.54,0,0,57.67,24.33,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.94,0.6,0.69,0.63,0.6,0.6,0.7,0.71,0,0,59,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.95,0.64,0.86,0.9,0.9,0.8,0.8,0.6,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.6,0.71,0.76,0.69,0.66,0.73,0.68,0.73,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.64,0.67,0.94,0.7,0.68,0.79,0.92,0.74,0,0,72.92,74.25,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.6,0.81,0.76,0.87,0.56,0.72,0.94,0.52,0,0,23.67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.61,0.95,0.91,0.71,0.84,0.55,0.74,0.58,0,0,67.5,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.66,0.56,0.82,0.92,0.67,0.57,0.86,0.61,0,0,39.83,21.67,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.79,0.88,0.53,0.51,0.98,0.87,0.91,0.93,20,0,28,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.53,0.57,0.79,0.74,0.83,0.94,0.7,0.71,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.95,0.95,0.92,0.74,0.95,0.56,0.92,0.94,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.95,0.92,0.76,0.54,0.95,0.61,0.7,0.68,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.91,0.51,0.83,0.62,0.6,0.67,0.57,0.81,50,2,69.92,65,64.08,57.87,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8,0.97,0.97,0.96,0.86,0.93,0.58,0.61,0,0,14.67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.96,0.55,0.91,0.9,0.76,0.63,0.85,0.87,0,2,47.83,52.5,43.08,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.84,0.85,0.74,0.67,0.61,0.56,0.98,0.7,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.77,0.62,0.77,0.52,0.8,0.93,0.75,0.97,0,0,89.67,84.17,0,0,0,0,0,0,Dropout
Computer-Application,Female,Parttime,0.62,0.71,0.66,0.68,0.95,0.7,0.67,0.73,20,0,62.42,33,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.59,0.83,0.92,0.58,0.66,0.57,0.87,0.65,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.93,0.55,0.95,0.61,0.72,0.75,0.61,0.78,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.66,0.59,0.5,0.73,0.67,0.67,0.83,0.64,20,0,34.25,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.59,0.62,0.85,0.88,0.85,0.61,0.51,0.71,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.65,0.79,0.51,0.69,0.94,0.6,0.71,0.77,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7,0.69,0.87,0.78,0.79,0.61,0.7,0.67,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.54,0.59,0.8,0.77,0.94,0.92,0.75,0.52,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.74,0.72,0.88,0.75,0.61,0.82,0.78,0.95,20,0,18.17,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.85,0.67,0.84,0.68,0.88,0.86,0.69,0.87,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.89,0.61,0.9,0.66,0.61,0.57,0.52,0.91,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.72,0.68,0.74,0.68,0.66,0.77,0.88,0.61,20,0,61.32,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.5,0.77,0.85,0.96,0.77,0.94,0.9,0.68,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.69,0.95,0.68,0.54,0.68,0.76,0.78,0.64,0,0,50.83,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.97,0.91,0.67,0.61,0.55,0.93,0.5,0.7,20,2,56,58.83,56.17,22.4,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.5,0.91,0.57,0.62,0.89,0.59,0.77,0.61,0,0,54.83,59.67,56.25,22.5,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.84,0.8,0.99,0.53,0.7,0.9,0.93,0.94,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.91,0.72,0.89,0.79,0.78,0.52,0.78,0.85,0,0,43.17,40.33,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.92,0.76,0.58,0.6,0.77,0.57,0.53,0.95,0,0,50.67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.65,0.93,0.71,0.74,0.57,0.65,0.53,0.73,20,0,22.33,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.54,0.52,0.97,0.8,0.58,0.53,0.9,0.93,100,0,50.58,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.96,0.73,0.76,0.64,0.92,0.68,0.64,0.67,20,4,42.33,45,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.94,0.86,0.98,0.84,0.76,0.77,0.59,0.65,0,0,72.5,78.83,81.92,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.93,0.65,0.97,0.88,0.51,0.93,0.62,0.8,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.95,0.98,0.56,0.83,0.5,0.51,0.57,0.81,0,0,42.5,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.86,0.86,0.71,0.5,0.85,0.78,0.84,0.85,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.63,0.78,0.52,0.78,0.81,0.73,0.73,0.98,20,6,52.5,33.33,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.71,0.6,0.88,0.61,0.89,0.65,0.56,0.89,0,1,59.33,26.83,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.74,0.67,0.61,0.55,0.94,0.53,0.84,0.63,0,0,80.5,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.65,0.85,0.8,0.97,0.93,0.76,0.99,0.7,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.74,0.56,0.57,0.67,0.63,0.67,0.96,0.8,0,0,45.67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.61,0.65,0.93,0.72,0.82,0.95,0.77,0.53,0,0,68.17,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.54,0.6,0.9,0.69,0.74,0.64,0.51,0.6,0,0,23.5,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.5,0.7,0.51,0.97,0.81,0.64,0.78,0.99,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.61,0.59,0.64,0.92,0.71,0.76,0.7,0.73,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.85,0.67,0.81,0.52,0.7,0.91,0.99,0.7,20,4,50,52.75,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.55,0.56,0.66,0.63,0.68,0.52,0.58,0.82,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.86,0.87,0.77,0.75,0.94,0.95,0.92,0.76,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.54,0.95,0.64,0.83,0.74,0.73,0.92,0.93,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.54,0.61,0.92,0.8,0.72,0.7,0.85,0.68,0,0,53.93,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9,0.7,0.8,0.92,0.71,0.81,0.9,0.6,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.96,0.55,0.85,0.63,0.2381,0.61,0.67,0.5,0,2,65.25,52.42,58.17,49.42,3,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8,0.69,0.57,0.79,0.76,0.91,0.76,0.6,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.71,0.78,0.76,0.96,0.51,0.69,0.91,0.51,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.82,0.59,0.99,0.69,0.97,0.8,0.58,0.53,50,0,48.33,52.33,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9,0.94,0.97,0.54,0.8,0.87,0.95,0.66,0,0,49.23,20.25,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.82,0.62,0.62,0.76,0.95,0.97,0.5,0.59,20,0,30.5,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.96,0.55,0.88,0.73,0.53,0.96,0.72,0.74,20,0,59.67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.94,0.73,0.83,0.96,0.84,0.8,0.99,0.54,20,0,66.5,29.67,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.74,0.59,0.75,0.98,0.63,0.73,0.77,0.67,20,0,56.83,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9,0.87,0.65,0.64,0.76,0.89,0.67,0.71,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.54,0.71,0.91,0.92,0.9,0.72,0.91,0.9,20,0,4.67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.74,0.87,0.62,0.51,0.67,0.86,0.77,0.8,0,0,73,56.5,59.25,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.77,0.64,0.9,0.59,0.77,0.59,0.64,0.95,0,0,50,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.81,0.7,0.6,0.89,0.67,0.66,0.82,0.62,0,0,45.17,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.65,0.84,0.75,0.73,0.92,0.9,0.75,0.55,0,3,49.17,36.5,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.5,0.91,0.57,0.59,0.76,0.54,0.94,0.56,20,0,56.67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.72,0.69,0.8,0.93,0.7472,0.74,0.93,0.94,20,9,57.67,56.58,47.58,47.75,23.75,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.52,0.94,0.66,0.97,0.9,0.57,0.68,0.67,0,0,58.5,55.5,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.98,0.71,0.65,0.6,0.57,0.57,0.62,0.9,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.67,0.62,0.62,0.73,0.78,0.75,0.9,0.76,100,0,8.33,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.6,0.74,0.92,0.89,0.69,0.79,0.89,0.57,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.82,0.59,0.52,0.83,0.57,0.9,0.78,0.69,0,0,66.5,69.83,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.91,0.96,0.57,0.97,0.9874,0.6,0.64,0.78,0,11,50.5,48,55.83,43.17,46.58,2,0,0,Dropout
Computer-Application,Male,Parttime,0.64,0.85,0.84,0.66,0.79,0.98,0.54,0.74,0,0,26.33,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.62,0.54,0.84,0.6,0.97,0.57,0.95,0.55,0,3,41,42.17,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.61,0.75,0.94,0.96,0.99,0.55,0.81,0.91,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.62,0.88,0.55,0.63,0.98,0.54,0.76,0.68,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.61,0.54,0.88,0.79,0.6712,0.5389,0.8,0.64,20,10,53.37,58.83,59.83,55.08,55.75,36,0,0,Dropout
Computer-Application,Male,Fulltime,0.61,0.52,0.78,0.82,0.8,0.53,0.76,0.72,20,0,37.5,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.69,0.73,0.59,0.75,0.5,0.75,0.74,0.96,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.54,0.64,0.57,0.95,0.54,0.87,0.74,0.57,20,0,19.82,19.83,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.66,0.58,0.94,0.97,0.54,0.79,0.83,0.79,0,6,44.67,49.92,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.58,0.55,0.98,0.78,0.94,0.89,0.64,0.55,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.96,0.94,0.82,0.79,0.5,0.63,0.68,0.98,20,0,82.33,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8,0.87,0.96,0.69,0.59,0.88,0.64,0.57,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.89,0.5,0.82,0.62,0.64,0.83,0.74,0.71,50,3,44.67,42.67,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.83,0.52,0.6567,0.61,0.99,0.64,0.74,0.79,0,0,62.58,43.83,17.42,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.84,0.51,0.56,0.77,0.68,0.6,0.97,0.53,20,0,43.6,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.67,0.66,0.77,0.9,0.67,0.68,0.88,0.88,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7,0.68,0.81,0.5,0.5625,0.6,0.5,0.72,20,8,53.83,60.58,53,51,1.83,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.91,0.89,0.71,0.92,0.94,0.95,0.95,0.89,0,0,47.67,62.17,24.33,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.85,0.62,0.54,0.84,0.61,0.51,0.74,0.65,0,0,54.5,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Parttime,0.56,0.83,0.98,0.94,0.76,0.96,0.53,0.77,0,4,46.83,40.25,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.79,0.62,0.73,0.79,0.8,0.6,0.6,0.73,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.84,0.52,0.58,0.83,0.93,0.67,0.55,0.75,0,0,31.67,14.83,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.81,0.62,0.7,0.65,0.8091,0.4255,0.66,0.86,20,0,48.83,72.5,80.45,85.75,84.33,34,0,0,Dropout
Computer-Application,Male,Parttime,0.59,0.71,0.8,0.85,0.86,0.77,0.76,0.52,0,0,84.67,63.42,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.58,0.76,0.55,0.97,0.1834,0.71,0.66,0.67,0,0,84.67,75.58,63.42,71.08,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.79,0.93,0.76,0.54,0.9,0.91,0.84,0.96,20,0,47.17,29.95,0,0,0,0,0,0,Dropout
Computer-Application,Female,Parttime,0.6,0.83,0.86,0.82,0.53,0.7,0.91,0.97,0,0,70.83,45.83,37.5,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.59,0.57,0.6,0.77,0.56,0.52,0.9,0.94,0,0,70.5,35.5,22.33,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.79,0.57,0.99,0.74,0.74,0.5,0.78,0.9,0,0,21.83,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.68,0.7,0.98,0.77,0.94,0.89,0.63,0.98,20,0,66.33,24.17,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.51,0.72,0.61,0.86,0.98,0.83,0.71,0.57,20,0,54.67,37,25.17,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.71,0.69,0.82,0.54,0.75,0.64,0.94,0.79,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.66,0.86,0.83,0.57,0.6509,0.4091,0.89,0.73,0,6,78.17,57.33,63,61.58,49.08,3.6,0,0,Dropout
Computer-Application,Male,Parttime,0.95,0.71,0.71,0.93,0.52,0.83,0.58,0.92,0,0,68.17,73.33,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.84,0.98,0.87,0.9,0.89,0.75,0.61,0.8,0,0,71.17,40.33,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.69,0.82,0.53,0.72,0.8233,0.6423,0.6268,0.51,0,4,70,66.33,68.33,63.83,66.67,64.17,54,0,Dropout
Computer-Application,Male,Fulltime,0.68,0.99,0.93,0.7,0.7,0.91,0.95,0.51,20,0,15.67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.66,0.91,0.57,0.65,0.53,0.72,0.5,0.87,0,0,86.48,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.83,0.54,0.73,0.55,0.55,0.59,0.83,0.86,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0.62,0.92,0.76,0.52,0.83,0.58,0.91,0,0,48.17,19.17,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.83,0.57,0.85,0.57,0.81,0.85,0.83,0.58,0,0,25.17,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.57,0.54,0.51,0.94,0.66,0.5,0.51,0.55,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.73,0.51,0.88,0.86,0.69,0.84,0.65,0.72,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.93,0.92,0.79,0.7,0.65,0.64,0.77,0.91,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.66,0.63,0.68,0.51,0.53,0.62,0.54,0.81,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.78,0.65,0.92,0.65,0.5,0.56,0.81,0.87,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7,0.94,0.63,0.81,0.69,0.5,0.94,0.72,0,0,46.17,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.77,0.68,0.61,0.53,0.81,0.97,0.91,0.65,0,0,54.58,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.71,0.84,0.56,0.82,0.91,0.61,0.8,0.69,0,2,63.92,61.33,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.91,0.95,0.55,0.9,0.83,0.97,0.86,0.89,20,0,57.25,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.73,0.8,0.7127,0.79,0.55,0.89,0.82,0.92,0,6,58,60.5,51.67,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.75,0.63,0.91,0.63,0.96,0.9,0.61,0.88,0,0,61.42,71.33,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.94,0.77,0.51,0.73,0.65,0.56,0.87,0.66,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.93,0.52,0.83,0.59,0.96,0.55,0.86,0.65,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.69,0.98,0.86,0.86,0.73,0.59,0.75,0.5,20,0,40.17,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.74,0.7,0.79,0.87,0.99,0.85,0.79,0.89,20,0,21.5,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.69,0.99,0.86,0.84,0.63,0.62,0.72,0.77,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.59,0.79,0.67,0.99,0.97,0.85,0.86,0.74,20,0,56.08,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.86,0.65,0.69,0.5,0.93,0.65,0.99,0.98,0,0,72.25,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.98,0.7,0.59,0.85,0.724,0.5947,0.5,0.94,20,11,58.42,61,48.75,46.33,55.6,52.33,0,0,Dropout
Computer-Application,Male,Fulltime,0.81,0.72,0.64,0.58,0.96,0.56,0.93,0.99,20,2,53.08,55.17,56.42,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.95,0.82,0.75,0.81,0.77,0.95,0.95,0.88,0,8,43.67,32.33,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.55,0.64,0.52,0.72,0.54,0.56,0.66,0.63,20,6,40.42,41.33,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.78,0.7,0.69,0.85,0.7584,0.125,0.68,0.85,0,4,60.67,56,50,56,28.33,11.4,0,0,Dropout
Computer-Application,Male,Fulltime,0.8,0.78,0.5,0.67,0.87,0.85,0.65,0.69,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.5,0.84,0.71,0.54,0.59,0.82,0.85,0.77,0,0,62.67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.62,0.88,0.55,0.62,0.97,0.5,0.59,0.94,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.82,0.81,0.6,0.55,0.95,0.62,0.74,0.86,20,0,60.83,22.5,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.52,0.55,0.67,0.7,0.5,0.92,0.59,0.69,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.69,0.91,0.95,0.56,0.92,0.93,0.91,0.78,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.57,0.77,0.65,0.93,0.72,0.81,0.88,0.51,0,0,53.33,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.89,0.91,0.91,0.81,0.82,0.68,0.96,0.76,20,0,55,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.64,0.88,0.97,0.71,0.66,0.67,0.88,0.89,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.94,0.9,0.68,0.7,0.98,0.78,0.5,0.65,0,0,71.58,31,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.74,0.78,0.67,0.51,0.57,0.82,0.87,0.93,0,0,51.25,0,0,0,0,0,0,0,Dropout
